"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","newp","Treatment","OTU","comp","Family_Genus"
"Otu02031",16.6249658017375,4.33099707285122,0.582554518380863,7.43449228561248,1.04970353740083e-13,2.02673529144315e-12,"Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","0.0e+00","BB","Otu0203","D14_BBvsControl","Sphingobacteriaceae Sphingobacterium"
"Otu02091",7.86197112526896,3.21736038506594,0.682563643313285,4.71364160190001,2.43328491664127e-06,1.97017585186116e-05,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria","0.0e+00","BB","Otu0209","D14_BBvsControl","Micrococcaceae Kocuria"
"Otu02151",13.7296517224152,-1.71149924264276,0.295352122647919,-5.79477549475069,6.84126355855842e-09,7.46590066607897e-08,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Atopobiaceae_ge","0.0e+00","Control","Otu0215","D14_BBvsControl","Atopobiaceae Atopobiaceae_ge"
"Otu0233",5.2282971302708,5.60218714734285,0.985591217832466,5.68408793217872,1.31512603297393e-08,1.37540264281856e-07,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Micrococcaceae_unclassified","0.0e+00","BB","Otu0233","D14_BBvsControl","Micrococcaceae Micrococcaceae_unclassified"
"Otu02854",7.54412982802284,5.30076110021483,0.77061861916327,6.87857906414244,6.04524962007711e-12,8.92563326258444e-11,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","0.0e+00","BB","Otu0285","D14_BBvsControl","Pseudomonadaceae Pseudomonas"
"Otu0287",1.65285081549836,4.28634531689162,1.15121047143347,3.72333767217589,0.000196606287129528,0.00114763204812817,"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter","1.0e-03","BB","Otu0287","D14_BBvsControl","Spirosomaceae Dyadobacter"
"Otu0290",2.20177498327664,4.62773331296006,0.917771371757471,5.04235962830073,4.59826052856414e-07,4.27467923210963e-06,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Pasteurella","0.0e+00","BB","Otu0290","D14_BBvsControl","Pasteurellaceae Pasteurella"
"Otu03261",4.67737874194733,1.56371412562133,0.569355619285644,2.74646297086395,0.00602416859853537,0.0240198255737973,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillibacter","2.4e-02","BB","Otu0326","D14_BBvsControl","Ruminococcaceae Oscillibacter"
"Otu0345",1.54326126854054,2.94274186204314,0.895869757232254,3.28478759137332,0.00102059280980344,0.00474386657890116,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-009","5.0e-03","BB","Otu0345","D14_BBvsControl","Ruminococcaceae Ruminococcaceae_UCG-009"
"Otu0348",2.20226508359021,3.74372931453538,0.903466542102602,4.14373874412963,3.41688992630248e-05,0.000219907531154339,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified","0.0e+00","BB","Otu0348","D14_BBvsControl","Rhizobiaceae Rhizobiaceae_unclassified"
"Otu03783",2.0514368230147,-3.27891983397989,0.888603042600422,-3.68997142344281,0.000224279244641405,0.00125097978677761,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Peptoniphilus","1.0e-03","Control","Otu0378","D14_BBvsControl","Family_XI Peptoniphilus"
"Otu0397",0.999210950459812,-3.00780697594713,1.10218130809258,-2.7289584334835,0.00635347117982047,0.0249175197833584,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Finegoldia","2.5e-02","Control","Otu0397","D14_BBvsControl","Family_XI Finegoldia"
"Otu04091",4.0790520120767,3.15515341756075,0.870609536047706,3.62407403884428,0.00028999852967981,0.00158238328151375,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","2.0e-03","BB","Otu0409","D14_BBvsControl","Xanthomonadaceae Stenotrophomonas"
"Otu0416",3.65696260100221,5.12045833027204,1.06584408199317,4.80413450407925,1.55422327356858e-06,1.34520704022659e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Pseudochrobactrum","0.0e+00","BB","Otu0416","D14_BBvsControl","Rhizobiaceae Pseudochrobactrum"
"Otu04321",2.46666204898071,-2.36938632642616,0.740378760575993,-3.20023541002561,0.00137315382199437,0.0061546715950105,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes","6.0e-03","Control","Otu0432","D14_BBvsControl","Lachnospiraceae Anaerostipes"
"Otu0453",1.14627072590835,3.77605287463383,1.30199603131116,2.90020306039735,0.00372920986523546,0.0153843333157448,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia","1.5e-02","BB","Otu0453","D14_BBvsControl","Devosiaceae Devosia"
"Otu04761",1.70017619898293,4.23600600604364,0.931241872738778,4.54877097996632,5.39601277761729e-06,3.98352707994688e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus_2","0.0e+00","BB","Otu0476","D14_BBvsControl","Lachnospiraceae Coprococcus_2"
"Otu0482",2.49970541577757,4.56982632221661,0.846920713548843,5.39581362116852,6.82137275362553e-08,6.58524831215387e-07,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","0.0e+00","BB","Otu0482","D14_BBvsControl","Moraxellaceae Psychrobacter"
"Otu0490",3.04507200246435,5.13455492999042,1.02408824882543,5.01378170863642,5.33705329718156e-07,4.78428706283061e-06,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Saccharibacillus","0.0e+00","BB","Otu0490","D14_BBvsControl","Paenibacillaceae Saccharibacillus"
"Otu0522",2.54729699346066,3.45454670502032,0.820553806713655,4.21001849818466,2.55349780257544e-05,0.000173223769850388,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridiaceae_1_unclassified","0.0e+00","BB","Otu0522","D14_BBvsControl","Clostridiaceae_1 Clostridiaceae_1_unclassified"
"Otu0643",1.89120878563392,4.49919714273096,1.33514655345202,3.369815194518,0.000752186115533394,0.00377597429997764,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","4.0e-03","BB","Otu0643","D14_BBvsControl","Flavobacteriaceae Flavobacterium"
"Otu0698",1.26146826947972,3.88695347292375,1.24459153469082,3.12307561523738,0.00178971761146159,0.00788103720134842,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Leucobacter","8.0e-03","BB","Otu0698","D14_BBvsControl","Microbacteriaceae Leucobacter"
"Otu00091",687.903133685502,-1.23074625525726,0.243657072377189,-5.0511411109464,4.39178466267632e-07,3.40741913483508e-06,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9","0.0e+00","Control","Otu0009","D21_BBvsControl","Prevotellaceae Prevotella_9"
"Otu00134",201.254247502577,-0.914303359133713,0.131757314333238,-6.93929869290804,3.9405119114007e-12,6.82011676973198e-11,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","0.0e+00","Control","Otu0013","D21_BBvsControl","Lactobacillaceae Lactobacillus"
"Otu00164",211.130731024743,2.28133822013885,0.356969310519274,6.39085252684678,1.64963421682128e-10,2.31979811740492e-09,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Empedobacter","0.0e+00","BB","Otu0016","D21_BBvsControl","Weeksellaceae Empedobacter"
"Otu00173",448.015241532833,0.593866913627148,0.134764609519154,4.40669783963379,1.04958442636886e-05,6.55990266480537e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_1","0.0e+00","BB","Otu0017","D21_BBvsControl","Clostridiaceae_1 Clostridium_sensu_stricto_1"
"Otu00193",141.539644783017,-0.484168323127725,0.15064290135286,-3.21401352987506,0.00130893505392261,0.00525911405593906,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megasphaera","5.0e-03","Control","Otu0019","D21_BBvsControl","Veillonellaceae Megasphaera"
"Otu00255",132.566883786384,1.76081883075643,0.239779337426791,7.34349694036517,2.08084156460715e-13,4.68189352036608e-12,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus","0.0e+00","BB","Otu0025","D21_BBvsControl","Aerococcaceae Aerococcus"
"Otu0026",20.1467915374619,1.97913150364975,0.459860650305251,4.30376354736162,1.67920879742572e-05,9.68774306207145e-05,"Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","0.0e+00","BB","Otu0026","D21_BBvsControl","Staphylococcaceae Staphylococcus"
"Otu00303",136.813536122772,-0.915945867771202,0.158275148312991,-5.78704791961344,7.16341487169926e-09,7.32621975514697e-08,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","0.0e+00","Control","Otu0030","D21_BBvsControl","Lachnospiraceae Blautia"
"Otu00313",53.1328897472081,1.16467019136875,0.354407018351015,3.28625035922744,0.0010153072540925,0.00415352967583297,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","4.0e-03","BB","Otu0031","D21_BBvsControl","Moraxellaceae Acinetobacter"
"Otu00345",14.8597687636817,7.1217180086541,1.11691522632101,6.3762386265538,1.81490072136142e-10,2.40207448415482e-09,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Bordetella","0.0e+00","BB","Otu0034","D21_BBvsControl","Burkholderiaceae Bordetella"
"Otu00385",29.8972727367828,-2.19747992753357,0.3093123925324,-7.10440312314156,1.2084365115566e-12,2.47180195545669e-11,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","uncultured","0.0e+00","Control","Otu0038","D21_BBvsControl","Veillonellaceae uncultured"
"Otu00391",49.8276771813333,0.560352607694213,0.184883915536558,3.03083481366128,0.00243878630648986,0.00885043417677772,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-002","9.0e-03","BB","Otu0039","D21_BBvsControl","Ruminococcaceae Ruminococcaceae_UCG-002"
"Otu00402",41.7957796960596,-2.16920392589643,0.237524392706699,-9.13255224517095,6.69030811934551e-20,7.5265966342637e-18,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","0.0e+00","Control","Otu0040","D21_BBvsControl","Ruminococcaceae Faecalibacterium"
"Otu00413",65.9228464999544,-2.11704600732643,0.314118757715554,-6.73963574389114,1.58784190907866e-11,2.38176286361799e-10,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","uncultured","0.0e+00","Control","Otu0041","D21_BBvsControl","Prevotellaceae uncultured"
"Otu00423",47.7608101172295,-1.2660094857112,0.199427921194634,-6.34820579850312,2.17840546292644e-10,2.72300682865805e-09,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Agathobacter","0.0e+00","Control","Otu0042","D21_BBvsControl","Lachnospiraceae Agathobacter"
"Otu00463",76.6601883422221,-2.05234791348488,0.246858773725635,-8.31385444604824,9.26427691023761e-17,5.21115576200866e-15,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonellaceae_unclassified","0.0e+00","Control","Otu0046","D21_BBvsControl","Veillonellaceae Veillonellaceae_unclassified"
"Otu00474",79.309546046519,4.86933113197604,0.382760487881082,12.7216138712021,4.48500054029956e-37,1.0091251215674e-34,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1","0.0e+00","BB","Otu0047","D21_BBvsControl","Corynebacteriaceae Corynebacterium_1"
"Otu00482",51.8044236780129,1.69358414600408,0.304217677767072,5.56701424596631,2.59141216550928e-08,2.33227094895835e-07,"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema_2","0.0e+00","BB","Otu0048","D21_BBvsControl","Spirochaetaceae Treponema_2"
"Otu00496",11.4185035117353,-1.77409790530396,0.554704192136561,-3.19827744310106,0.00138251200559193,0.00545728423259973,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc","5.0e-03","Control","Otu0049","D21_BBvsControl","Leuconostocaceae Leuconostoc"
"Otu00514",118.165997428167,-1.07834624771167,0.24851501182747,-4.33915939235214,1.43028759503885e-05,8.46880812851949e-05,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","0.0e+00","Control","Otu0051","D21_BBvsControl","Prevotellaceae Alloprevotella"
"Otu00524",57.6887943933757,1.21300159462739,0.178154111959038,6.80872072661613,9.84704199879598e-12,1.58256032123507e-10,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia","0.0e+00","BB","Otu0052","D21_BBvsControl","Peptostreptococcaceae Romboutsia"
"Otu0055",33.4713872046071,0.828013040278432,0.287816717537586,2.8768761153365,0.00401633239984698,0.0132893351465525,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-003","1.3e-02","BB","Otu0055","D21_BBvsControl","Prevotellaceae Prevotellaceae_UCG-003"
"Otu00572",29.1055338823312,2.17420814738661,0.266001638992491,8.1736644767365,2.99161050245129e-16,1.12185393841923e-14,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","0.0e+00","BB","Otu0057","D21_BBvsControl","Enterococcaceae Enterococcus"
"Otu00604",46.1145694147504,-2.103583149399,0.263093639231423,-7.99556825297717,1.28977603244281e-15,4.14570867570903e-14,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_1","0.0e+00","Control","Otu0060","D21_BBvsControl","Prevotellaceae Prevotella_1"
"Otu00652",41.0159764145178,-1.1485887112788,0.183665930904973,-6.25368409709622,4.00881500288229e-10,4.74728092446587e-09,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Subdoligranulum","0.0e+00","Control","Otu0065","D21_BBvsControl","Ruminococcaceae Subdoligranulum"
"Otu00703",117.197338923988,0.723176161207019,0.299490615734775,2.41468721626809,0.0157487271987761,0.041687807290878,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_unclassified","4.2e-02","BB","Otu0070","D21_BBvsControl","Prevotellaceae Prevotellaceae_unclassified"
"Otu00723",46.5389712793737,0.942738573528622,0.221624186316787,4.25377116638831,2.10200114287072e-05,0.000118237564286478,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005","0.0e+00","BB","Otu0072","D21_BBvsControl","Ruminococcaceae Ruminococcaceae_UCG-005"
"Otu00742",24.6009613553464,-0.672497527198911,0.274324102440594,-2.45147080120145,0.0142273728935408,0.0385681795306828,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_2","3.9e-02","Control","Otu0074","D21_BBvsControl","Prevotellaceae Prevotella_2"
"Otu00763",44.3555406832852,0.591465470208197,0.20421153695733,2.89633719534555,0.00377546484556826,0.0126787998545203,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_6","1.3e-02","BB","Otu0076","D21_BBvsControl","Clostridiaceae_1 Clostridium_sensu_stricto_6"
"Otu00804",34.2358699514888,0.624795067071871,0.24922636665025,2.50693807188014,0.0121782046094795,0.0351294363734986,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea","3.5e-02","BB","Otu0080","D21_BBvsControl","Lachnospiraceae Dorea"
"Otu00814",51.8945757118813,-2.17365393150502,0.258337703626427,-8.41400190909904,3.96254267102254e-17,2.97190700326691e-15,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Succiniclasticum","0.0e+00","Control","Otu0081","D21_BBvsControl","Acidaminococcaceae Succiniclasticum"
"Otu00842",1.51872184945003,-4.36149561946619,1.12374404935801,-3.88121798905889,0.00010393462629138,0.000487193560740842,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_AC2044_group","0.0e+00","Control","Otu0084","D21_BBvsControl","Lachnospiraceae Lachnospiraceae_AC2044_group"
"Otu0090",108.206772015896,0.418985760220647,0.143094483221613,2.92803573406639,0.0034111083883209,0.0116287785965485,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclassified","1.2e-02","BB","Otu0090","D21_BBvsControl","Lachnospiraceae Lachnospiraceae_unclassified"
"Otu00911",15.20949061975,-1.14599182083635,0.379141476408085,-3.02259681977624,0.0025061589827564,0.00895056779555857,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-001","9.0e-03","Control","Otu0091","D21_BBvsControl","Prevotellaceae Prevotellaceae_UCG-001"
"Otu01002",44.1337274426019,1.34045527115283,0.320376066458962,4.18400564676554,2.86416990859749e-05,0.000157180055959618,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group","0.0e+00","BB","Otu0100","D21_BBvsControl","Rikenellaceae Rikenellaceae_RC9_gut_group"
"Otu01072",33.6747486428285,1.08827764293086,0.226978968719868,4.79461885419873,1.62984411146582e-06,1.22238308359937e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group","0.0e+00","BB","Otu0107","D21_BBvsControl","Christensenellaceae Christensenellaceae_R-7_group"
"Otu01151",32.0553241467997,0.611626675941304,0.168076649559626,3.63897470317152,0.000273725683414552,0.00125690364833212,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Family_XIII_AD3011_group","1.0e-03","BB","Otu0115","D21_BBvsControl","Family_XIII Family_XIII_AD3011_group"
"Otu01202",18.0573033958186,1.92716094988918,0.483614925164621,3.98490792903709,6.75062951614622e-05,0.000330193835028891,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Catenibacterium","0.0e+00","BB","Otu0120","D21_BBvsControl","Erysipelotrichaceae Catenibacterium"
"Otu01211",54.6570617250992,0.875679572574578,0.200762686262093,4.36176457328026,1.29017656962806e-05,7.8456683288193e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014","0.0e+00","BB","Otu0121","D21_BBvsControl","Ruminococcaceae Ruminococcaceae_UCG-014"
"Otu01223",3.27314541333605,-1.36474644820653,0.524376011274452,-2.60261037664485,0.00925170289641567,0.0278156191812366,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Catenisphaera","2.8e-02","Control","Otu0122","D21_BBvsControl","Erysipelotrichaceae Catenisphaera"
"Otu01252",12.044504560677,-0.821432835570567,0.323565029553128,-2.53869473071623,0.0111266862463939,0.0325130442264757,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus_1","3.3e-02","Control","Otu0125","D21_BBvsControl","Lachnospiraceae Coprococcus_1"
"Otu01283",29.1320880528832,0.814525320420201,0.236864764890374,3.43877790686673,0.00058434641681769,0.00252184483324141,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_NK4A214_group","3.0e-03","BB","Otu0128","D21_BBvsControl","Ruminococcaceae Ruminococcaceae_NK4A214_group"
"Otu0135",29.2908075809539,-1.19901298498182,0.214813467394365,-5.58164718220676,2.3825131156775e-08,2.23360604594765e-07,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_NK4A136_group","0.0e+00","Control","Otu0135","D21_BBvsControl","Lachnospiraceae Lachnospiraceae_NK4A136_group"
"Otu01582",0.978006800152617,-3.7092657632267,1.29837090173748,-2.85686143941069,0.00427852567428839,0.0138987431934123,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","dgA-11_gut_group","1.4e-02","Control","Otu0158","D21_BBvsControl","Rikenellaceae dgA-11_gut_group"
"Otu01601",5.90444013325488,2.17710178317019,0.615526410426556,3.5369754185876,0.000404737334127889,0.00178560588585833,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","2.0e-03","BB","Otu0160","D21_BBvsControl","Campylobacteraceae Campylobacter"
"Otu01703",6.91348250635014,1.58165074862203,0.400937579567245,3.94488027370545,7.98398594432861e-05,0.000382212093079561,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelotrichaceae_unclassified","0.0e+00","BB","Otu0170","D21_BBvsControl","Erysipelotrichaceae Erysipelotrichaceae_unclassified"
"Otu01713",13.085776379083,-0.993737649496985,0.315229105841511,-3.15242987110654,0.00161917709994045,0.00615360895824874,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","6.0e-03","Control","Otu0171","D21_BBvsControl","Bacteria_unclassified Bacteria_unclassified"
"Otu0172",5.90155292438547,2.32773159268506,0.569192155384029,4.08953561757111,4.32237694067262e-05,0.000226170886430544,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","0.0e+00","BB","Otu0172","D21_BBvsControl","Bacteroidaceae Bacteroides"
"Otu01851",12.2121137317025,3.76154510753734,0.504718076754737,7.45276478251684,9.14041633437625e-14,2.28510408359406e-12,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae_unclassified","0.0e+00","BB","Otu0185","D21_BBvsControl","Muribaculaceae Muribaculaceae_unclassified"
"Otu02003",13.7917049397045,-2.42958328454409,0.463164402907475,-5.24561747252723,1.5575977634484e-07,1.297998136207e-06,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Enterorhabdus","0.0e+00","Control","Otu0200","D21_BBvsControl","Eggerthellaceae Enterorhabdus"
"Otu0206",12.9501407930789,2.17935349521346,0.763747514130118,2.85349995239679,0.0043240534379505,0.0138987431934123,"Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","1.4e-02","BB","Otu0206","D21_BBvsControl","Deinococcaceae Deinococcus"
"Otu0208",8.36323877215567,6.30416292512665,0.76350339060407,8.2568892328545,1.49518060424815e-16,6.72831271911668e-15,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_RF16_group","Bacteroidales_RF16_group_ge","0.0e+00","BB","Otu0208","D21_BBvsControl","Bacteroidales_RF16_group Bacteroidales_RF16_group_ge"
"Otu02092",8.0045614053707,3.38226476886383,0.727879824605945,4.64673515397256,3.37229670538684e-06,2.37114612097512e-05,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria","0.0e+00","BB","Otu0209","D21_BBvsControl","Micrococcaceae Kocuria"
"Otu02113",3.09246455287819,2.22172039216516,0.832755437155814,2.66791460377996,0.00763236546896583,0.0241870736692579,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Fournierella","2.4e-02","BB","Otu0211","D21_BBvsControl","Ruminococcaceae Fournierella"
"Otu0217",10.7959744951304,-2.3470470070312,0.336414924048045,-6.97664354122413,3.02315448169066e-12,5.66841465316999e-11,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Syntrophococcus","0.0e+00","Control","Otu0217","D21_BBvsControl","Lachnospiraceae Syntrophococcus"
"Otu02331",11.2008097817829,6.14061730818586,0.820055710317427,7.48804895927004,6.99049525907718e-14,1.96607679161546e-12,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Micrococcaceae_unclassified","0.0e+00","BB","Otu0233","D21_BBvsControl","Micrococcaceae Micrococcaceae_unclassified"
"Otu0235",3.9726601803282,1.8536241905885,0.712421748867373,2.60186356401309,0.00927187306041218,0.0278156191812366,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-004","2.8e-02","BB","Otu0235","D21_BBvsControl","Prevotellaceae Prevotellaceae_UCG-004"
"Otu02361",4.0226553348122,-1.80867814050501,0.57445238090715,-3.14852579712321,0.00164096238886633,0.00615360895824874,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","6.0e-03","Control","Otu0236","D21_BBvsControl","Lachnospiraceae Roseburia"
"Otu0246",1.24178339442513,-3.08196395163649,1.1834976577285,-2.60411495663771,0.00921118557106789,0.0278156191812366,"Bacteria","Firmicutes","Bacilli","Bacillales","Family_XI","Gemella","2.8e-02","Control","Otu0246","D21_BBvsControl","Family_XI Gemella"
"Otu0248",17.3195082435697,-3.50158844122839,0.78408110201536,-4.46584981098013,7.97515450515236e-06,5.27767577546848e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","0.0e+00","Control","Otu0248","D21_BBvsControl","Sphingomonadaceae Sphingomonas"
"Otu02651",3.72877796083786,1.70809849479858,0.701789686647856,2.43391792056311,0.0149363816599709,0.0400081651606364,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","4.0e-02","BB","Otu0265","D21_BBvsControl","Desulfovibrionaceae Desulfovibrio"
"Otu0271",4.17017415858884,1.60284754444962,0.505225652140098,3.17253792965595,0.00151112818796927,0.00586213521194974,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","uncultured","6.0e-03","BB","Otu0271","D21_BBvsControl","Ruminococcaceae uncultured"
"Otu0275",2.95179593166166,4.81533319612785,0.821486386610991,5.86173219010154,4.58063384159586e-09,5.15321307179534e-08,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Facklamia","0.0e+00","BB","Otu0275","D21_BBvsControl","Aerococcaceae Facklamia"
"Otu02855",4.23784611864238,5.32797740600162,1.00514817150874,5.30068855222036,1.15366748837712e-07,9.98366095710971e-07,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","0.0e+00","BB","Otu0285","D21_BBvsControl","Pseudomonadaceae Pseudomonas"
"Otu0289",1.27529310458177,-2.28826800696325,0.927092547888068,-2.46821960997956,0.0135786985029164,0.0377186069525456,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","3.8e-02","Control","Otu0289","D21_BBvsControl","Gammaproteobacteria_unclassified Gammaproteobacteria_unclassified"
"Otu0302",2.26684967090126,4.41847134418728,0.986428036795908,4.4792637469422,7.49009393558369e-06,5.10688222880706e-05,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","uncultured","0.0e+00","BB","Otu0302","D21_BBvsControl","Carnobacteriaceae uncultured"
"Otu03131",7.3319837843368,1.17694847348899,0.350899725715745,3.35408775566386,0.000796271051246188,0.00331779604685912,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified","3.0e-03","BB","Otu0313","D21_BBvsControl","Clostridiales_unclassified Clostridiales_unclassified"
